,fundname,isincode
3019,ＨＳＢＣ　ニューフロンティア株式オープン,JP90C0009UC6
3020,三菱ＵＦＪ　Ｊリートオープン（年１回決算型）,JP90C0009UE2
3021,ダイワ・インデックスセレクト　ＴＯＰＩＸ,JP90C0009UL7
3022,ダイワ・インデックスセレクト　日経２２５,JP90C0009UM5
3023,ダイワ・インデックスセレクト　日本債券,JP90C0009UN3
3024,ダイワ・インデックスセレクト　Ｊ−ＲＥＩＴ,JP90C0009UP8
3025,ダイワ・インデックスセレクト　外国株式,JP90C0009UQ6
3026,ダイワ・インデックスセレクト　外国債券,JP90C0009UR4
3027,ダイワ・インデックスセレクト　グローバルＲＥＩＴ,JP90C0009US2
3028,ＤＩＡＭ日本経済成長戦略ファンド,JP90C0009UU8
3029,野村グローバル・ボンド・アクティブ・ファンド（野村ＳＭＡ向け）,JP90C0009UW4
3030,野村Ｊ−ＲＥＩＴファンド（野村ＳＭＡ向け）,JP90C0009UX2
3031,野村米国国債部分ラダーファンド　Ｂコース（野村ＳＭＡ向け）,JP90C0009UY0
3032,野村米国国債部分ラダーファンド　Ａコース（野村ＳＭＡ向け）,JP90C0009UZ7
3033,野村豪州債券ファンド　Ｂコース（野村ＳＭＡ向け）,JP90C0009V01
3034,野村豪州債券ファンド　Ａコース（野村ＳＭＡ向け）,JP90C0009V19
3035,米国バンクローンファンド＜為替ヘッジあり＞（毎月分配型）（愛称：ＵＳストリーム）,JP90C0009V50
3036,米国バンクローンファンド＜為替ヘッジなし＞（毎月分配型）（愛称：ＵＳストリーム）,JP90C0009V68
3037,イタリア株式ファンド,JP90C0009VC4
3038,＜購入・換金手数料なし＞ニッセイ外国株式インデックスファンド,JP90C0009VE0
3039,＜購入・換金手数料なし＞ニッセイ外国債券インデックスファンド,JP90C0009VF7
3040,＜購入・換金手数料なし＞ニッセイグローバルリートインデックスファンド,JP90C0009VG5
3041,ＳＭＴＡＭコモディティ・オープン,JP90C0009VN1
3042,三菱ＵＦＪ　豪ドル債券インカムオープン（年１回決算型）（愛称：夢実月）,JP90C0009VQ4
3043,日興・米国バンクローン・ファンド（為替ヘッジあり）１３−１２,JP90C0009W00
3044,ダイワＵＳ短期ハイ・イールド社債ファンド（為替ヘッジあり／年１回決算型）,JP90C0009W42
3045,米国エネルギー革命関連ファンド（年１回決算型）為替ヘッジなし,JP90C0009WC2
3046,米国エネルギー革命関連ファンド（年１回決算型）為替ヘッジあり,JP90C0009WD0
3047,米国ＭＬＰファンド（毎月分配型）Ａコース（円ヘッジあり）,JP90C0009WF5
3048,米国ＭＬＰファンド（毎月分配型）Ｂコース（円ヘッジなし）,JP90C0009WG3
3049,ピクテ・マルチアセット・アロケーション・ファンド,JP90C0009WH1
3050,三菱ＵＦＪ　グローバル・ボンド・オープン（年１回決算型）（愛称：花こよみ年１）,JP90C0009WL3
3051,資源ファンド（株式と通貨）ブラジルレアル・コース／資産成長,JP90C0009WM1
3052,資源ファンド（株式と通貨）南アフリカランド・コース／資産成長,JP90C0009WN9
3053,資源ファンド（株式と通貨）米ドル・コース／資産成長,JP90C0009WQ2
3054,ダイワ・インデックスセレクト　新興国株式,JP90C0009WX8
3055,ダイワ・インデックスセレクト　新興国債券,JP90C0009WY6
3056,ダイワ・スイス高配当株ツインα（毎月分配型）,JP90C0009WZ3
3057,ノムラ　ＴＨＥ　ＮＩＰＰＯＮ,JP90C0009X17
3058,ＤＩＡＭ　Ｊ−ＲＥＩＴオープン（１年決算コース）,JP90C0009X25
3059,米国ツイン・スターズ・ファンド−予想分配金提示型−Ａコース（為替ヘッジあり）,JP90C0009X66
3060,米国ツイン・スターズ・ファンド−予想分配金提示型−Ｂコース（為替ヘッジなし）,JP90C0009X74
3061,米国エネルギー・ハイインカム・ファンド,JP90C0009XC0
3062,インカムビルダー（毎月決算型）限定為替ヘッジ,JP90C0009XD8
3063,インカムビルダー（毎月決算型）為替ヘッジなし,JP90C0009XE6
3064,インカムビルダー（年１回決算型）限定為替ヘッジ,JP90C0009XF3
3065,インカムビルダー（年１回決算型）為替ヘッジなし,JP90C0009XH9
3066,日興・米国バンクローン・ファンド（為替ヘッジあり）１４−０１,JP90C0009XN7
3067,三井住友・ＮＹダウ・ジョーンズ・インデックスファンド（為替ヘッジ型）,JP90C0009XP2
3068,三井住友・ＮＹダウ・ジョーンズ・インデックスファンド（為替ノーヘッジ型）,JP90C0009XQ0
3069,Ｊキャップ日本株ファンド,JP90C0009XW8
3070,ＢＮＹメロン・日本株式ファンド　市場リスク管理型,JP90C0009Y57
3071,ダイワＪ−ＲＥＩＴオープン（年１回決算型）,JP90C0009Y65
3072,Ｄ−Ｉｓ　ＴＯＰＩＸインデックス,JP90C0009Y73
3073,日本中小型成長株アクティブ・ファンド,JP90C0009Y81
3074,Ｄ−Ｉｓ　日経２２５インデックス,JP90C0009Y99
3075,Ｄ−Ｉｓ　外国株式インデックス,JP90C0009YB0
3076,Ｄ−Ｉｓ　外国債券インデックス,JP90C0009YC8
3077,Ｄ−Ｉｓ　グローバルＲＥＩＴインデックス,JP90C0009YD6
3078,Ｄ−Ｉｓ　新興国株式インデックス,JP90C0009YF1
3079,ＤＩＡＭ割安日本株ファンド（年１回決算型）,JP90C0009YG9
3080,Ｄ−Ｉｓ　新興国債券インデックス,JP90C0009YJ3
3081,みずほ好配当日本株オープン（年１回決算型）,JP90C0009YM7
3082,ＰＩＭＣＯ　米国ハイイールド債券　通貨選択型ファンド（年１回決算型）（円コース）,JP90C0009YS4
3083,ＰＩＭＣＯ　米国ハイイールド債券　通貨選択型ファンド（年１回決算型）（ブラジル・レアルコース）,JP90C0009YT2
3084,ＰＩＭＣＯ　米国ハイイールド債券　通貨選択型ファンド（年１回決算型）（豪ドルコース）,JP90C0009YU0
3085,ＰＩＭＣＯ　米国ハイイールド債券　通貨選択型ファンド（年１回決算型）（米ドルコース）,JP90C0009YV8
3086,ＰＩＭＣＯ　米国ハイイールド債券　通貨選択型ファンド（年１回決算型）（トルコ・リラコース）,JP90C0009YW6
3087,ＰＩＭＣＯ　米国ハイイールド債券　通貨選択型ファンド（年１回決算型）（メキシコ・ペソコース）,JP90C0009YX4
3088,ＳＭＴ　グローバル債券インデックス・オープン（為替ヘッジあり）,JP90C0009YY2
3089,ＳＭＴ　米ドル建新興国債券インデックス・オープン（為替ヘッジあり）,JP90C0009YZ9
3090,ＵＳストラテジック・インカム・ファンド（年１回決算型）為替ヘッジあり,JP90C0009Z23
3091,ＵＳストラテジック・インカム・ファンド（年１回決算型）為替ヘッジなし,JP90C0009Z31
3092,三井住友・ＮＹダウ・ジョーンズ・インデックスオープン,JP90C0009ZB7
3093,アムンディ・欧州ハイ・イールド債券ファンド（米ドルコース）,JP90C0009ZD3
3094,アムンディ・欧州ハイ・イールド債券ファンド（メキシコペソコース）,JP90C0009ZE1
3095,ダイワ・ＵＳ−ＲＥＩＴ・オープン（年１回決算型）為替ヘッジあり,JP90C0009ZJ0
3096,イオングループ・ファンド,JP90C0009ZL6
3097,日本厳選プレミアム株式オープン（年２回決算型）,JP90C0009ZP7
3098,しんきんＪリートオープン（１年決算型）,JP90C0009ZQ5
3099,三菱ＵＦＪ　東京関連オープン（米ドル投資型）（愛称：東京ウェイ）,JP90C0009ZS1
3100,三菱ＵＦＪ　東京関連オープン（円投資型）（愛称：東京ウェイ）,JP90C0009ZT9
3101,明治安田ＤＣ日本債券パッシブファンド,JP90C0009ZU7
3102,ザ・２０２０ビジョン,JP90C000A022
3103,ＳＭＴ　ＪＰＸ日経インデックス４００・オープン,JP90C000A0B8
3104,ダイワ新興国ソブリン債券ファンド（資産成長コース）,JP90C000A0M5
3105,ダイワ新興国ソブリン債券ファンド（通貨αコース）,JP90C000A0N3
3106,ＪＰＸ日経４００ノーロードオープン,JP90C000A0P8
3107,ＧＳ日本株・プラス（米ドルコース）,JP90C000A0W4
3108,２０２３年満期日本公共債ファンド,JP90C000A0Z7
3109,ダイワＪＰＸ日経４００ファンド,JP90C000A121
3110,ダイワＪＰＸ日経４００ファンド（米ドル投資型）,JP90C000A139
3111,Ｊ−ＲＥＩＴオープン（資産成長型）,JP90C000A154
3112,Ｊ−ＲＥＩＴオープン（毎月決算型）,JP90C000A162
3113,グローバル・ナビ,JP90C000A188
3114,野村日本ブランド株投資（メキシコペソコース）年２回決算型,JP90C000A196
3115,野村日本ブランド株投資（米ドルコース）年２回決算型,JP90C000A1A8
3116,野村日本ブランド株投資（メキシコペソコース）毎月分配型,JP90C000A1B6
3117,野村日本ブランド株投資（米ドルコース）毎月分配型,JP90C000A1C4
3118,三重県応援・債券ファンド（１年決算型）,JP90C000A1D2
3119,日米４資産スマートバランス,JP90C000A1E0
3120,りそな・ＪＰＸ日経４００オープン,JP90C000A1F7
3121,カナダ高配当株ファンド,JP90C000A1M3
3122,ニッポン中小型株ファンド,JP90C000A1N1
3123,ＭＬＰ関連証券ファンド（為替ヘッジあり）,JP90C000A1R2
3124,ＭＬＰ関連証券ファンド（為替ヘッジなし）,JP90C000A1S0
3125,日興・米国バンクローン・ファンド（為替ヘッジあり）１４−０２,JP90C000A2F5
3126,日興グラビティ・ヨーロピアン・ファンド,JP90C000A2G3
3127,ＬＭ・ニュージーランド債券ファンド（毎月分配型）,JP90C000A2L3
3128,ＬＭ・ニュージーランド債券ファンド（年２回決算型）,JP90C000A2M1
3129,野村エマージング債券投信（米ドルコース）毎月分配型,JP90C000A2T6
3130,野村エマージング債券投信（米ドルコース）年２回決算型,JP90C000A2V2
3131,インデックスファンドＪＰＸ日経４００,JP90C000A2Z3
3132,ダイワ・インデックスセレクト　ＪＰＸ日経４００,JP90C000A352
3133,ＪＰＸ日経４００ファンド,JP90C000A360
3134,欧州アクティブ株式オープン（為替ヘッジあり）,JP90C000A3F3
3135,欧州アクティブ株式オープン（為替ヘッジなし）,JP90C000A3G1
3136,ニュージーランド公社債ファンド（毎月分配型）,JP90C000A3N7
3137,三井住友・ＪＰＸ日経４００オープン,JP90C000A3P2
3138,グローバルドライブ（３ヵ月決算型）限定為替ヘッジ,JP90C000A485
3139,グローバルドライブ（３ヵ月決算型）為替ヘッジなし,JP90C000A493
3140,グローバルドライブ（年１回決算型）限定為替ヘッジ,JP90C000A4A2
3141,グローバルドライブ（年１回決算型）為替ヘッジなし,JP90C000A4B0
3142,ダイワ新興アセアン中小型株ファンド　−５つの芽−,JP90C000A4X4
3143,ニッセイＪＰＸ日経４００アクティブファンド,JP90C000A519
3144,インデックスファンドＭＬＰ（毎月分配型）,JP90C000A5G6
3145,ジャパン・エクセレント,JP90C000A5N2
3146,米国国債ファンド　為替ヘッジなし（毎月決算型）,JP90C000A5P7
3147,フランス株式ファンド,JP90C000A5Q5
3148,日興・米国バンクローン・ファンド（為替ヘッジあり）１４−０３,JP90C000A5U7
3149,新光シラー・ケープ米欧株式戦略ファンド（リスク・コントロール付）為替ヘッジありコース,JP90C000A6A7
3150,新光シラー・ケープ米欧株式戦略ファンド（リスク・コントロール付）為替ヘッジなしコース,JP90C000A6B5
3151,東京海上・米国優先リートファンド（為替ヘッジなし）（愛称：プレミアムリート）,JP90C000A733
